color,director_name,actor_2_name,actor_1_name,movie_title,actor_3_name,title_year
Color,Rob Zombie,Tyler Mane,Scout Taylor-Compton,Halloween II ,Margot Kidder,2009
Color,Jean-Marc Vallée,Kevin Rankin,Michiel Huisman,Wild ,Gaby Hoffmann,2014
Color,Dennis Iliadis,Monica Potter,Tony Goldwyn,The Last House on the Left ,Martha MacIsaac,2009
Color,Clare Kilner,Debra Messing,Jack Davenport,The Wedding Date ,Holland Taylor,2005
Color,Rick Rosenthal,Thomas Ian Nicholas,Jamie Lee Curtis,Halloween: Resurrection ,Bianca Kajlich,2002
Color,Louis Leterrier,Jason Flemyng,Liam Neeson,Clash of the Titans ,Alexa Davalos,2010
Color,Rob Reiner,Carol Kane,Robin Wright,The Princess Bride ,André the Giant,1987
Color,Denzel Washington,Jurnee Smollett-Bell,Denzel Washington,The Great Debaters ,John Heard,2007
Color,Nicolas Winding Refn,Albert Brooks,Ryan Gosling,Drive ,Russ Tamblyn,2011
Color,Sara Sugarman,Carol Kane,Adam Garcia,Confessions of a Teenage Drama Queen ,Glenne Headly,2004
Color,Nicholas Hytner,Tim Daly,Liam Aiken,The Object of My Affection ,Kali Rocha,1998
Color,Juan Carlos Fresnadillo,Harold Perrineau,Jeremy Renner,28 Weeks Later,Catherine McCormack,2007
Color,Thomas Carter,Matthew Daddario,Jessie T. Usher,When the Game Stands Tall ,Ser'Darius Blain,2014
Color,Wayne Wang,Luke Benward,Cicely Tyson,Because of Winn-Dixie ,Eva Marie Saint,2005
Color,Gina Prince-Bythewood,Sanaa Lathan,Alfre Woodard,Love & Basketball ,Omar Epps,2000
Color,George Armitage,Michael Cudlitz,Minnie Driver,Grosse Pointe Blank ,Mitchell Ryan,1997
Color,Phil Traill,Katy Mixon,Bradley Cooper,All About Steve ,Beth Grant,2009
Color,Joe Berlinger,Erica Leerhsen,Kim Director,Book of Shadows: Blair Witch 2,Kurt Loder,2000
Color,Andrew Fleming,Rachel True,Christine Taylor,The Craft ,Brenda Strong,1996
Color,Woody Allen,Mark Gatiss,Scarlett Johansson,Match Point ,Penelope Wilton,2005
Color,Elizabeth Allen Rosenbaum,Hutch Dano,Sierra McCormick,Ramona and Beezus ,Jason Spevack,2010
Color,James Ivory,Peter Vaughan,Anthony Hopkins,The Remains of the Day ,Ben Chaplin,1993
Color,Paul Thomas Anderson,Nicole Ari Parker,Don Cheadle,Boogie Nights ,Nina Hartley,1997
Color,Robert Harmon,Rosanna Arquette,Kieran Culkin,Nowhere to Run ,Joss Ackland,1993
Color,Michael Mayer,Danny Pino,Alison Lohman,Flicka ,Tim McGraw,2006
Color,Martin Weisz,Daniella Alonso,Jeff Kober,The Hills Have Eyes II ,Jacob Vargas,2007
Color,John Ottman,Joey Lawrence,Loretta Devine,Urban Legends: Final Cut ,Jacinda Barrett,2000
Color,Jay Russell,Sissy Spacek,William Hurt,Tuck Everlasting ,Jonathan Jackson,2002
Color,John Bonito,Firass Dirani,Kelly Carlson,The Marine ,Drew Powell,2006
Color,Peter Atencio,Will Forte,Nia Long,Keanu ,Keegan-Michael Key,2016
Color,Shana Feste,Cinda McCain,Leighton Meester,Country Strong ,Tim McGraw,2010
Color,David Nutter,Ethan Embry,Bruce Greenwood,Disturbing Behavior ,Katharine Isabelle,1998
Color,Derek Cianfrance,Ben Mendelsohn,Ryan Gosling,The Place Beyond the Pines ,Angelo Anthony Pizza,2012
Color,Roger Donaldson,Akie Kotabe,Luke Bracey,The November Man ,Will Patton,2014
Color,Stephan Elliott,Patrick Bergin,Jason Priestley,Eye of the Beholder ,Geneviève Bujold,1999
Color,Kathryn Bigelow,Christian Camargo,Jeremy Renner,The Hurt Locker ,Brian Geraghty,2008
Color,Mark L. Lester,George C. Scott,Heather Locklear,Firestarter ,David Keith,1984
Color,Andrew Dominik,Sam Shepard,Brad Pitt,Killing Them Softly ,Ben Mendelsohn,2012
Color,Anton Corbijn,Nina Hoss,Philip Seymour Hoffman,A Most Wanted Man ,Homayoun Ershadi,2014
Color,Tom Green,Harland Williams,Rip Torn,Freddy Got Fingered ,Eddie Kaye Thomas,2001
Color,Mike Nawrocki,Cam Clarke,Yuri Lowenthal,The Pirates Who Don't Do Anything: A VeggieTales Movie ,Phil Vischer,2008
Color,Catherine Owens,The Edge,Bono,U2 3D,Larry Mullen Jr.,2007
Color,Douglas Aarniokoski,Adrian Paul,Christopher Lambert,Highlander: Endgame ,Adam Copeland,2000
Color,Bryan Barber,Faizon Love,Cicely Tyson,Idlewild ,Bobb'e J. Thompson,2006
Color,Lone Scherfig,Jim Sturgess,Anne Hathaway,One Day ,Rafe Spall,2011
Color,Drew Barrymore,Jimmy Fallon,Daniel Stern,Whip It ,Alia Shawkat,2009
Color,Brian Koppelman,Tom Noonan,Vin Diesel,Knockaround Guys ,Kevin Gage,2001
Color,James Foley,Brian Van Holt,Louis Lombardi,Confidence ,Leland Orser,2003
Color,Albert Brooks,Bradley Whitford,Jeff Bridges,The Muse ,Albert Brooks,1999
 Black and White,Irwin Winkler,Keith Allen,Kevin McNally,De-Lovely ,Sandra Nelson,2004
Color,Woody Allen,Larry David,Woody Allen,New York Stories ,Mia Farrow,1989
Color,Steve Gomer,Kyla Pratt,Trevor Morgan,Barney's Great Adventure ,Shirley Douglas,1998
Color,RZA,RZA,Rick Yune,The Man with the Iron Fists ,Daniel Wu,2012
Color,Dean Parisot,Jake Busey,Catherine O'Hara,Home Fries ,Shelley Duvall,1998
Color,Mark Piznarski,Chris Klein,Bruce Greenwood,Here on Earth ,Elaine Hendrix,2000
Color,Terry Gilliam,Bob Hoskins,Robert De Niro,Brazil ,Jim Broadbent,1985
Color,Sean McNamara,Rebecca De Mornay,Oliver James,Raise Your Voice ,Jason Ritter,2004
Color,,Nicole de Boer,David Ogden Stiers,The Dead Zone             ,Chris Bruno,
Color,Joel Coen,Jeff Bridges,Philip Seymour Hoffman,The Big Lebowski ,Steve Buscemi,1998
 Black and White,Craig Brewer,Michael Raymond-James,Justin Timberlake,Black Snake Moan ,S. Epatha Merkerson,2006
Color,Ron Shelton,Dash Mihok,Khandi Alexander,Dark Blue ,Michael Michele,2002
Color,Michael Winterbottom,Archie Panjabi,Angelina Jolie Pitt,A Mighty Heart ,Dan Futterman,2007
Color,David Raynr,Jodi Lyn O'Keefe,James Franco,Whatever It Takes ,Marla Sokoloff,2000
Color,Mort Nathan,Lin Shaye,Vivica A. Fox,Boat Trip ,Bob Gunton,2002
Color,Oliver Parker,Tom Wilkinson,Colin Firth,The Importance of Being Earnest ,Rupert Everett,2002
Color,Dan Curtis,Campbell Scott,Jennifer Jason Leigh,The Love Letter ,Estelle Parsons,1998
Color,Wil Shriner,Neil Flynn,Logan Lerman,Hoot ,Tim Blake Nelson,2006
Color,Martin McDonagh,Anna Madeley,Elizabeth Berrington,In Bruges ,Eric Godon,2008
Color,Tina Gordon Chism,S. Epatha Merkerson,Tyler James Williams,Peeples ,Diahann Carroll,2013
Color,Peter Cattaneo,Bradley Cooper,Emma Stone,The Rocker ,Josh Gad,2008
Color,Vicky Jenson,Zach Gilford,J.K. Simmons,Post Grad ,Bobby Coleman,2009
Color,Gus Van Sant,Hal Holbrook,Matt Damon,Promised Land ,Terry Kinney,2012
Color,Woody Allen,Michael McKean,Larry David,Whatever Works ,Conleth Hill,2009
 Black and White,Mary Lambert,Susan Ward,Matthew Settle,The In Crowd ,A.J. Buckley,2000
Color,Tommy Lee Jones,Dwight Yoakam,Levon Helm,Three Burials ,Guillermo Arriaga,2005
Color,Peter Kassovitz,Mark Margolis,Robin Williams,Jakob the Liar ,Michael Jeter,1999
Color,Shane Black,Corbin Bernsen,Robert Downey Jr.,Kiss Kiss Bang Bang ,Larry Miller,2005
Color,Rodman Flender,Fred Willard,Vivica A. Fox,Idle Hands ,Elden Henson,1999
Color,David Lynch,Robert Forster,Naomi Watts,Mulholland Drive ,Laura Harring,2001
Color,Katja von Garnier,Agnes Bruckner,Olivier Martinez,Blood and Chocolate ,Chris Geere,2007
Color,Woody Allen,Naomi Watts,Anthony Hopkins,You Will Meet a Tall Dark Stranger ,Ewen Bremner,2010
Color,Mark Romanek,Charlie Rowe,Andrew Garfield,Never Let Me Go ,Charlotte Rampling,2010
Color,,Tom Hollander,Anna Silk,The Company             ,Alessandro Nivola,
Color,Brad Anderson,Eduardo Noriega,Thomas Kretschmann,Transsiberian ,Mac McDonald,2008
Color,Michael Chapman,Pamela Reed,Curtis Armstrong,The Clan of the Cave Bear ,Mike Muscat,1986
Color,Antonio Banderas,Elizabeth Perkins,Meat Loaf,Crazy in Alabama ,Noah Emmerich,1999
Color,Michael Haneke,Siobhan Fallon Hogan,Naomi Watts,Funny Games ,Brady Corbet,2007
Color,Khalil Sullins,Kalim Chandler,Thomas Stroppel,Listening ,Amber Marie Bollinger,2014
Color,Atom Egoyan,Elaine Cassidy,Bob Hoskins,Felicia's Journey ,Gerard McSorley,1999
 Black and White,Fritz Lang,Gustav Fröhlich,Brigitte Helm,Metropolis ,Rudolf Klein-Rogge,1927
Color,Pierre Morel,Cyril Raffaelli,David Belle,District B13,Dany Verissimo-Petit,2004
Color,Gary Fleder,Bill Cobbs,Steve Buscemi,Things to Do in Denver When You're Dead ,Treat Williams,1995
Color,Hsiao-Hsien Hou,Chen Chang,Qi Shu,The Assassin ,Satoshi Tsumabuki,2015
Color,Gregor Jordan,Scott Glenn,Dean Stockwell,Buffalo Soldiers ,Leon,2001
Color,Andrey Zvyagintsev,Vladimir Garin,Konstantin Lavronenko,The Return ,Nataliya Vdovina,2003
Color,Tony Jaa,Petchtai Wongkamlao,Nirut Sirichanya,Ong-bak 2,Sarunyu Wongkrachang,2008
Color,Neil Marshall,JJ Feild,Michael Fassbender,Centurion ,Dave Legeno,2010
Color,Russell Mulcahy,Gina Bellman,Christopher Heyerdahl,Silent Trigger ,Conrad Dunn,1996
Color,Ryûhei Kitamura,Brooke Shields,Bradley Cooper,The Midnight Meat Train ,Leslie Bibb,2008
Color,Darrell Roodt,Wendy Crewson,Jennifer Hudson,Winnie Mandela ,Aubrey Poo,2011
Color,Dito Montiel,Al Pacino,Channing Tatum,The Son of No One ,Tracy Morgan,2011
Color,Stefan Ruzowitzky,Udo Kier,Eddie Izzard,All the Queen's Men ,Edward Fox,2001
Color,Jake Paltrow,Gael Le Cornec,Stephen Graham,The Good Night ,Keith Allen,2007
Color,Juraj Jakubisko,Hans Matheson,Anna Friel,Bathory: Countess of Blood ,Franco Nero,2008
Color,Anthony Silverston,Steve Buscemi,Liam Neeson,Khumba ,Loretta Devine,2013
Color,Gabe Ibáñez,Robert Forster,Birgitte Hjort Sørensen,Automata ,Melanie Griffith,2014
Color,Gerry Lively,Lucy Gaskell,Bruce Payne,Dungeons & Dragons: Wrath of the Dragon God ,Steven Elder,2005
Color,Daniele Luchetti,Rodrigo De la Serna,Maximilian Dirr,Chiamatemi Francesco - Il Papa della gente ,Ferdinando Vetere,2015
,Tung-Shing Yee,Daniel Wu,Bingbing Fan,Shinjuku Incident ,Yasuaki Kurata,2009
Color,Julien Temple,Dexter Fletcher,Samantha Morton,Pandaemonium ,Linus Roache,2000
Color,Harold Ramis,Chris Elliott,Bill Murray,Groundhog Day ,Willie Garson,1993
Color,Gregory Jacobs,Channing Tatum,Matt Bomer,Magic Mike XXL ,Kevin Nash,2015
Color,Baz Luhrmann,Harold Perrineau,Leonardo DiCaprio,Romeo + Juliet ,Brian Dennehy,1996
Color,Gilles Paquet-Brenner,Aidan Quinn,Kristin Scott Thomas,Sarah's Key ,Arben Bajraktaraj,2010
Color,Peter Cousens,David Rasche,Sharon Leal,Freedom ,Bart Shatto,2014
Color,Clint Eastwood,Morgan Freeman,Clint Eastwood,Unforgiven ,Frances Fisher,1992
Color,Lars von Trier,Jeremy Davies,Bryce Dallas Howard,Manderlay ,Jean-Marc Barr,2005
Color,Danny Boyle,Saurabh Shukla,Anil Kapoor,Slumdog Millionaire ,Ayush Mahesh Khedekar,2008
Color,Adrian Lyne,Lois Smith,Fred Gwynne,Fatal Attraction ,Anne Archer,1987
Color,Garry Marshall,Hector Elizondo,Julia Roberts,Pretty Woman ,Jason Alexander,1990
Color,John Blanchard,Andrea Martin,Martin Short,Towering Inferno             ,Joe Flaherty,
Color,John Cornell,Linda Kozlowski,Paul Hogan,Crocodile Dundee II ,John Meillon,1988
Color,Vidhu Vinod Chopra,Chris Marquette,María Valverde,Broken Horses ,Chad Bishop,2015
Color,Oliver Stone,Tom Berenger,Tom Cruise,Born on the Fourth of July ,Stephen Baldwin,1989
 Black and White,Jon Turteltaub,Leon,Doug E. Doug,Cool Runnings ,Malik Yoba,1993
Color,Patrick Lussier,Jaime King,Jensen Ackles,My Bloody Valentine ,Edi Gathegi,2009
Color,Ole Bornedal,Madison Davenport,Kyra Sedgwick,The Possession ,Natasha Calis,2012
Color,Ted Kotcheff,Brian Dennehy,Sylvester Stallone,First Blood ,Chris Mulkey,1982
Color,Sylvain White,Laz Alonso,Chris Brown,Stomp the Yard ,Harry Lennix,2007
Color,Lewis Gilbert,Desmond Llewelyn,Caroline Munro,The Spy Who Loved Me ,Barbara Bach,1977
Color,,Steve Gonsalves,Amy Bruni,Ghost Hunters             ,Jason Hawes,
Color,Jamie Blanks,Loretta Devine,Alicia Witt,Urban Legend ,Julian Richings,1998
Color,Stephen Frears,Peter Capaldi,Keanu Reeves,Dangerous Liaisons ,Swoosie Kurtz,1988
Color,Tyler Perry,Phylicia Rashad,Eddie Cibrian,Good Deeds ,Jamie Kennedy,2012
Color,Randal Kleiser,Klaus Maria Brandauer,Seymour Cassel,White Fang ,Susan Hogan,1991
Color,Bruce McCulloch,Elaine Hendrix,Will Ferrell,Superstar ,Molly Shannon,1999
Color,Phyllida Lloyd,Jim Broadbent,Meryl Streep,The Iron Lady ,Olivia Colman,2011
Color,Mike Nawrocki,Mike Nawrocki,Phil Vischer,Jonah: A VeggieTales Movie ,Shelby Vischer,2002
Color,John Singleton,Khandi Alexander,Janet Jackson,Poetic Justice ,Maya Angelou,1993
Color,Kevin Bray,Roger Guenveur Smith,Mike Epps,All About the Benjamins ,Gino Salvano,2002
Color,Wes Craven,W. Earl Brown,John Witherspoon,Vampire in Brooklyn ,Allen Payne,1995
Color,John Boorman,Richard Burton,Linda Blair,Exorcist II: The Heretic ,Ned Beatty,1977
Color,Courtney Solomon,James D'Arcy,Sissy Spacek,An American Haunting ,Vernon Dobtcheff,2005
Color,David Zucker,Tyler Labine,Carmen Electra,My Boss's Daughter ,Molly Shannon,2003
Color,David Twohy,Milla Jovovich,Chris Hemsworth,A Perfect Getaway ,Marley Shelton,2009
Color,Rick Famuyiwa,Lance Gross,America Ferrera,Our Family Wedding ,Lupe Ontiveros,2010
Color,Alan Cohn,Linda Cardellini,Alyson Hannigan,Dead Man on Campus ,Poppy Montgomery,1998
Color,Franco Zeffirelli,Joan Plowright,Lily Tomlin,Tea with Mussolini ,Paolo Seganti,1999
Color,Tom Holland,Bethany Joy Lenz,Joe Mantegna,Thinner ,Kari Wuhrer,1996
Color,Martin Scorsese,Liza Minnelli,Robert De Niro,"New York, New York ",Mary Kay Place,1977
Color,Spike Lee,Delroy Lindo,Alfre Woodard,Crooklyn ,Isaiah Washington,1994
Color,Chris Rock,Eliza Coupe,Steve Buscemi,I Think I Love My Wife ,Wendell Pierce,2007
Color,James Isaac,Kane Hodder,Peter Mensah,Jason X ,Lexa Doig,2001
Color,Shawn Levy,Donald Faison,Frankie Muniz,Big Fat Liar ,Lee Majors,2002
Color,Emilio Estevez,Nick Cannon,Anthony Hopkins,Bobby ,Brian Geraghty,2006
Color,Mark Waters,Ivana Milicevic,Monica Potter,Head Over Heels ,China Chow,2001
Color,Josh Schwartz,Jackson Nicoll,Thomas McDonell,Fun Size ,Osric Chau,2012
Color,Julian Schnabel,Mathieu Amalric,Emmanuelle Seigner,The Diving Bell and the Butterfly ,Isaach De Bankolé,2007
Color,Todd Field,Noah Emmerich,Kate Winslet,Little Children ,Jane Adams,2006
Color,Davis Guggenheim,Sharon Lawrence,Norman Reedus,Gossip ,Noam Jenkins,2000
Color,Tony Goldwyn,Julie Kavner,Viggo Mortensen,A Walk on the Moon ,Tovah Feldshuh,1999
Color,Phillip Noyce,Terry Pheto,Derek Luke,Catch a Fire ,Bonnie Henna,2006
Color,Stephen Carpenter,Angela Featherstone,Melissa Sagemiller,Soul Survivors ,Candace Kroslak,2001
Color,James Ivory,Todd Boyce,Seth Gilliam,Jefferson in Paris ,Nigel Whitmey,1995
Color,Stephan Elliott,Kristin Scott Thomas,Colin Firth,Easy Virtue ,Kris Marshall,2008
Color,James Fargo,Joseph Cotten,Christopher Lee,Caravans ,Behrouz Vossoughi,1978
Color,Mike Leigh,Ruth Sheen,Lesley Manville,Mr. Turner ,Karl Johnson,2014
Color,Alain Resnais,Sara Forestier,Mathieu Amalric,Wild Grass ,Edouard Baer,2009
Color,Costa-Gavras,Mathieu Kassovitz,Sebastian Koch,Amen. ,Ulrich Mühe,2002
Color,Chao-Bin Su,Shawn Yue,Woo-sung Jung,Reign of Assassins ,Kelly Lin,2010
Color,Neil Burger,Katherine LaNasa,John Heard,The Lucky Ones ,Mark L. Young,2008
Color,Kenneth Lonergan,Kieran Culkin,Matt Damon,Margaret ,John Gallagher Jr.,2011
Color,Bo Zenga,Kenan Thompson,Steve Howey,Stan Helsing ,Diora Baird,2009
Color,Rob Reiner,Rebecca De Mornay,Madeline Carroll,Flipped ,Aidan Quinn,2010
Color,Ang Lee,Heath Ledger,Jake Gyllenhaal,Brokeback Mountain ,Anne Hathaway,2005
Color,Jonathan Liebesman,Danny Woodburn,Noel Fisher,Teenage Mutant Ninja Turtles ,Jeremy Howard,2014
Color,Amy Heckerling,Dan Hedaya,Donald Faison,Clueless ,Elisa Donovan,1995
Color,Todd Haynes,Celia Weston,Dennis Quaid,Far from Heaven ,Michael Gaston,2002
Color,Steve Pink,Gillian Jacobs,Adam Scott,Hot Tub Time Machine 2,Collette Wolfe,2015
Color,,Olaf Lubaszenko,Krystyna Janda,Dekalog             ,Olgierd Lukaszewicz,
Color,Philip Kaufman,Stephen Marcus,Kate Winslet,Quills ,Amelia Warner,2000
Color,Martin McDonagh,Gabourey Sidibe,Abbie Cornish,Seven Psychopaths ,Michael Stuhlbarg,2012
Color,Kasi Lemmons,Tamara Tunie,Colm Feore,The Caveman's Valentine ,Aunjanue Ellis,2001
Color,,Marian Dziedziel,Jacek Koman,The Border             ,Jaroslaw Boberek,
Color,Oliver Hirschbiegel,Bruno Ganz,Thomas Kretschmann,Downfall ,Alexandra Maria Lara,2004
Color,Alejandro Amenábar,Lola Dueñas,Belén Rueda,The Sea Inside ,Tamar Novas,2004
Color,Jonathan Glazer,Paul Brannigan,Scarlett Johansson,Under the Skin ,Alison Chand,2013
Color,Barry Levinson,J.T. Walsh,Robin Williams,"Good Morning, Vietnam ",Bruno Kirby,1987
Color,Hyung-rae Shim,Stephanie Danielson,Jason Mewes,The Last Godfather ,Michael Rispoli,2010
Color,Jon M. Chu,Sean Kingston,Usher Raymond,Justin Bieber: Never Say Never ,Boys II Men,2011
Color,Darren Aronofsky,Mila Kunis,Natalie Portman,Black Swan ,Mark Margolis,2010
Color,José Padilha,Abbie Cornish,Gary Oldman,RoboCop ,Jennifer Ehle,2014
Color,Francis Ford Coppola,Al Pacino,Robert De Niro,The Godfather: Part II ,Robert Duvall,1974
Color,Thomas Carter,Terry Kinney,Sean Patrick Thomas,Save the Last Dance ,Fredro Starr,2001
Color,Renny Harlin,Rodney Eastman,Tuesday Knight,A Nightmare on Elm Street 4: The Dream Master,Brooke Bundy,1988
Color,Patricia Riggen,Brighton Sharbino,Jennifer Garner,Miracles from Heaven ,Martin Henderson,2016
Color,Danny Leiner,Mary Lynn Rajskub,Jennifer Garner,"Dude, Where's My Car? ",Marla Sokoloff,2000
Color,Christopher Cain,Patrick Wayne,Jack Palance,Young Guns ,Brian Keith,1988
Color,Theodore Melfi,Naomi Watts,Bill Murray,St. Vincent ,Reg E. Cathey,2014
Color,Steve Pink,Regina Hall,Joe Lo Truglio,About Last Night ,Bryan Callen,2014
Color,Gil Junger,Heath Ledger,Joseph Gordon-Levitt,10 Things I Hate About You,Andrew Keegan,1999
Color,Ed Decter,Eddie Griffin,Zooey Deschanel,The New Guy ,Gene Simmons,2002
Color,Gene Quintano,Lin Shaye,Jon Lovitz,Loaded Weapon 1,Bill Nunn,1993
Color,Jaume Collet-Serra,Brett Cullen,Óscar Jaenada,The Shallows ,Sedona Legge,2016
Color,Eric Bress,Eric Stoltz,Logan Lerman,The Butterfly Effect ,Cameron Bright,2004
Color,Chris Koch,Mark Webber,Chris Elliott,Snow Day ,Jean Smart,2000
Color,Preston A. Whitmore II,Chris Brown,Mekhi Phifer,This Christmas ,Loretta Devine,2007
Color,Bob Clark,Dom DeLuise,Kathleen Turner,Baby Geniuses ,Ruby Dee,1999
Color,Kirk Wong,Elliott Gould,Bokeem Woodbine,The Big Hit ,Antonio Sabato Jr.,1998
Color,Bronwen Hughes,Eartha Kitt,Gregory Smith,Harriet the Spy ,Charlotte Sullivan,1996
Color,John Lafia,Beth Grant,Jenny Agutter,Child's Play 2,Greg Germann,1990
Color,Sam Miller,Kate del Castillo,Leslie Bibb,No Good Deed ,Henry Simmons,2014
Color,Frank Darabont,Alexa Davalos,Toby Jones,The Mist ,Jeffrey DeMunn,2007
 Black and White,Alex Garland,Sonoya Mizuno,Elina Alminas,Ex Machina ,Corey Johnson,2015
Color,Spike Jonze,Orson Bean,Willie Garson,Being John Malkovich ,Mary Kay Place,1999
Color,Mark Brown,Vivica A. Fox,Mo'Nique,Two Can Play That Game ,Tamala Jones,2001
Color,Dave Green,Ella Wahlestedt,Teo Halm,Earth to Echo ,Jason Gray-Stanford,2014
Color,John Stockwell,Jay Hernandez,Kirsten Dunst,Crazy/Beautiful ,Rolando Molina,2001
Color,Clint Eastwood,Kazunari Ninomiya,Yuki Matsuzaki,Letters from Iwo Jima ,Shidô Nakamura,2006
Color,Michael Polish,Virginia Madsen,J.K. Simmons,The Astronaut Farmer ,Bruce Dern,2006
Color,Daisy von Scherler Mayer,Jada Pinkett Smith,LL Cool J,Woo ,Dave Chappelle,1998
Color,Lenny Abrahamson,Jacob Tremblay,Joan Allen,Room ,Cas Anvar,2015
Color,Bob Saget,Jack Warden,Don Rickles,Dirty Work ,Traylor Howard,1998
Color,John Waters,Sam Waterston,Kathleen Turner,Serial Mom ,Traci Lords,1994
Color,Andrew Fleming,Will Ferrell,Ryan Reynolds,Dick ,Kirsten Dunst,1999
Color,Niels Arden Oplev,David Dencik,Michael Nyqvist,Del 1 - Män som hatar kvinnor,Lena Endre,
Color,Craig Bolotin,Vanessa Williams,Rosario Dawson,Light It Up ,Robert Ri'chard,1999
Color,Mark Christopher,Ellen Albertini Dow,Salma Hayek,54,Sela Ward,1998
Color,Blair Hayes,Geoffrey Arend,Jake Gyllenhaal,Bubble Boy ,Marley Shelton,2001
Color,Jez Butterworth,Mathieu Kassovitz,Mark Gatiss,Birthday Girl ,Ben Chaplin,2001
Color,Jon Lucas,Josie Loren,Justin Chon,21 & Over,Sarah Wright,2013
Color,Olivier Assayas,Miranda Richardson,Steve Buscemi,"Paris, je t'aime ",Catalina Sandino Moreno,2006
Color,Rod Lurie,Kathryn Morris,Harry Lennix,Resurrecting the Champ ,Peter Coyote,2007
Color,Paul Weitz,Sarita Choudhury,Tina Fey,Admission ,Christopher Evan Welch,2013
Color,Patrice Leconte,Daniel Auteuil,Emir Kusturica,The Widow of Saint-Pierre ,Yves Jacques,2000
Color,Atom Egoyan,Meghan Heffern,Liam Neeson,Chloe ,Natalie Lisinska,2009
Color,Paul Mazursky,Ryan O'Neal,Chazz Palminteri,Faithful ,Paul Mazursky,1996
Color,Jim Sheridan,Jake Gyllenhaal,Natalie Portman,Brothers ,Ethan Suplee,2009
Color,Sidney Lumet,Vin Diesel,Peter Dinklage,Find Me Guilty ,Alex Rocco,2006
Color,Stephen Chbosky,Ezra Miller,Logan Lerman,The Perks of Being a Wallflower ,Kate Walsh,2012
Color,Jon Hess,Ian Gomez,Burt Young,Excessive Force ,Thomas Ian Griffith,1993
Color,Douglas McGrath,Isabella Rossellini,Toby Jones,Infamous ,Hope Davis,2006
Color,Michael Winterbottom,Sarah Polley,Milla Jovovich,The Claim ,Shirley Henderson,2000
Color,Mark Neveldine,Alison Lohman,Djimon Hounsou,The Vatican Tapes ,Dougray Scott,2015
Color,Joe Cornish,Luke Treadaway,John Boyega,Attack the Block ,Jodie Whittaker,2011
Color,Angelina Jolie Pitt,Nikola Djuricko,Jelena Jovanova,In the Land of Blood and Honey ,Branko Djuric,2011
Color,Brad Anderson,Tara Platt,Michael Imperioli,The Call ,Roma Maffia,2013
Color,John H. Lee,Dean Dawson,Liam Neeson,Operation Chromite ,Jung-jae Lee,2016
Color,John Stainton,Aden Young,Steve Irwin,The Crocodile Hunter: Collision Course ,Steve Bastoni,2002
Color,Glenn Ficarra,Louis Herthum,Dameon Clarke,I Love You Phillip Morris ,Annie Golden,2009
Color,Jean-Jacques Annaud,Everett McGill,Rae Dawn Chong,Quest for Fire ,Gary Schwartz,1981
Color,Denzel Washington,Kevin Connolly,Denzel Washington,Antwone Fisher ,Derek Luke,2002
Color,Michael Hoffman,Embeth Davidtz,Gabriel Millman,The Emperor's Club ,Rob Morrow,2002
Color,Tony Scott,Gary Oldman,Brad Pitt,True Romance ,Michael Rapaport,1993
Color,Benedek Fliegauf,Matt Smith,Eva Green,Womb ,Hannah Murray,2010
Color,James Foley,Al Pacino,Kevin Spacey,Glengarry Glen Ross ,Jude Ciccolella,1992
Color,Michael Winterbottom,Ned Beatty,Liam Aiken,The Killer Inside Me ,Jay R. Ferguson,2010
Color,Paul Schrader,Ruby Dee,Ed Begley Jr.,Cat People ,John Heard,1982
Color,Stewart Hendler,Margo Harshman,Julian Morris,Sorority Row ,Rumer Willis,2009
 Black and White,John Cromwell,Mary Astor,David Niven,The Prisoner of Zenda ,Ronald Colman,1937
Color,Craig Gillespie,Kelli Garner,Ryan Gosling,Lars and the Real Girl ,Paul Schneider,2007
Color,Mark Herman,Sheila Hancock,Richard Johnson,The Boy in the Striped Pajamas ,Cara Horgan,2008
Color,Lars von Trier,Udo Kier,Catherine Deneuve,Dancer in the Dark ,Björk,2000
Color,Gillian Armstrong,Richard Roxburgh,Tom Wilkinson,Oscar and Lucinda ,Clive Russell,1997
Color,Abel Ferrara,Vincent Gallo,Isabella Rossellini,The Funeral ,Gretchen Mol,1996
Color,Brian Koppelman,David Costabile,Jenna Fischer,Solitary Man ,Richard Schiff,2009
Color,Ethan Maniquis,Don Johnson,Robert De Niro,Machete ,Cheech Marin,2010
Color,George Hickenlooper,Eric Schweig,Kevin Spacey,Casino Jack ,Christian Campbell,2010
Color,Don Bluth,Gabriel Damon,Judith Barsi,The Land Before Time ,Bill Erwin,1988
Color,Je-kyu Kang,Bin Won,Min-sik Choi,Tae Guk Gi: The Brotherhood of War ,Dong-gun Jang,2004
 Black and White,William Dear,Cheech Marin,Clifton Collins Jr.,The Perfect Game ,Bruce McGill,2009
Color,William Friedkin,Linda Blair,Ellen Burstyn,The Exorcist ,Lee J. Cobb,1973
Color,Steven Spielberg,Robert Shaw,Roy Scheider,Jaws ,Murray Hamilton,1975
Color,Paul Weitz,Shannon Elizabeth,Alyson Hannigan,American Pie ,Natasha Lyonne,1999
Color,Stéphane Aubier,Megan Mullally,Mackenzie Foy,Ernest & Celestine ,Lambert Wilson,2012
Color,Michael Ritchie,Randall 'Tex' Cobb,Victor Wong,The Golden Child ,Charlotte Lewis,1986
Color,Tim Story,Romany Malco,Chris Brown,Think Like a Man ,Regina Hall,2012
